time,open,high,low,close,volume,open_oi,close_oi
2025-09-15,1276.5,1340.0,1260.0,1331.0,1579.0,0.0,946.0
2025-09-16,1344.0,1388.0,1338.0,1380.5,1605.0,946.0,1527.0
2025-09-17,1395.0,1395.0,1340.0,1367.0,1817.0,1527.0,1689.0
2025-09-18,1363.5,1376.0,1341.5,1356.5,1046.0,1689.0,1860.0
2025-09-19,1365.0,1398.0,1355.0,1396.5,1852.0,1860.0,2392.0
2025-09-22,1398.0,1417.0,1361.0,1376.0,2515.0,2392.0,2842.0
2025-09-23,1376.0,1387.0,1352.5,1386.0,1594.0,2842.0,2948.0
2025-09-24,1387.5,1398.0,1367.5,1382.0,1686.0,2948.0,3154.0
2025-09-25,1382.0,1401.5,1375.0,1397.5,919.0,3154.0,3223.0
2025-09-26,1394.0,1396.5,1352.0,1352.5,1478.0,3223.0,3270.0
2025-09-29,1350.0,1358.0,1314.5,1314.5,1278.0,3270.0,3254.0
2025-09-30,1319.0,1334.0,1284.0,1299.0,1373.0,3254.0,3364.0
2025-10-09,1307.0,1352.5,1300.0,1351.0,1140.0,3364.0,3344.0
2025-10-10,1354.5,1362.0,1337.0,1346.0,1814.0,3344.0,3856.0
2025-10-13,1340.0,1354.5,1309.0,1329.5,1709.0,3856.0,4030.0
2025-10-14,1330.5,1341.5,1282.0,1318.0,3890.0,4030.0,4808.0
2025-10-15,1310.0,1321.0,1286.0,1312.0,2853.0,4808.0,5332.0
2025-10-16,1315.0,1353.5,1302.0,1352.0,2745.0,5332.0,5281.0
2025-10-17,1351.5,1357.5,1333.0,1340.0,2827.0,5281.0,5557.0
2025-10-20,1345.0,1387.5,1345.0,1360.5,3447.0,5557.0,5916.0
2025-10-21,1356.0,1356.5,1323.5,1326.0,2700.0,5916.0,6336.0
2025-10-22,1335.0,1365.5,1328.0,1362.5,2619.0,6336.0,6881.0
2025-10-23,1362.0,1396.0,1355.0,1396.0,3532.0,6881.0,7416.0
2025-10-24,1399.0,1401.0,1375.5,1383.0,3816.0,7416.0,8488.0
2025-10-27,1380.5,1399.0,1365.0,1397.0,2990.0,8488.0,9004.0
2025-10-28,1394.0,1404.0,1380.5,1382.5,3033.0,9004.0,9149.0
2025-10-29,1380.0,1452.5,1379.5,1452.0,5029.0,9149.0,9824.0
2025-10-30,1444.0,1455.0,1421.0,1428.5,4862.0,9824.0,10750.0
2025-10-31,1437.0,1444.5,1406.0,1420.0,5013.0,10750.0,11702.0
2025-11-03,1425.0,1427.0,1398.5,1411.5,4808.0,11702.0,11643.0
2025-11-04,1415.0,1420.0,1369.5,1374.0,4467.0,11643.0,11801.0
2025-11-05,1379.5,1407.0,1370.5,1399.0,3938.0,11801.0,11839.0
2025-11-06,1392.0,1417.0,1390.5,1400.5,6809.0,11839.0,13098.0
2025-11-07,1400.0,1405.0,1357.0,1369.5,8703.0,13098.0,14725.0
2025-11-10,1370.0,1378.0,1333.5,1359.0,7820.0,14725.0,16012.0
2025-11-11,1362.5,1379.0,1340.5,1341.0,8086.0,16012.0,16847.0
2025-11-12,1340.0,1357.5,1337.0,1352.0,3673.0,16847.0,16860.0
2025-11-13,1358.0,1358.0,1315.0,1326.5,5130.0,16860.0,17558.0
2025-11-14,1329.5,1335.0,1308.0,1322.0,4562.0,17558.0,17215.0
2025-11-17,1324.5,1354.5,1321.5,1346.0,5824.0,17215.0,16132.0
2025-11-18,1344.5,1344.5,1300.0,1306.0,6759.0,16132.0,16423.0
2025-11-19,1306.0,1310.0,1274.0,1278.0,5704.0,16423.0,17068.0
2025-11-20,1278.0,1283.0,1220.0,1250.0,10992.0,17068.0,18204.0
2025-11-21,1250.0,1272.5,1247.5,1255.5,8581.0,18204.0,19258.0
2025-11-24,1264.5,1264.5,1222.5,1242.5,13440.0,19258.0,20621.0
2025-11-25,1245.0,1271.0,1239.0,1252.0,7494.0,20621.0,20887.0
2025-11-26,1249.0,1252.0,1216.0,1243.5,9770.0,20887.0,21582.0
2025-11-27,1225.0,1248.0,1222.0,1232.5,5332.0,21582.0,21983.0
2025-11-28,1222.0,1232.5,1211.0,1221.0,8605.0,21983.0,21150.0
2025-12-01,1216.0,1253.5,1207.0,1245.0,12174.0,21150.0,21915.0
2025-12-02,1239.0,1250.0,1236.0,1244.5,6863.0,21915.0,22580.0
2025-12-03,1243.0,1249.0,1219.0,1233.0,8968.0,22580.0,23385.0
2025-12-04,1233.0,1253.5,1216.5,1249.0,8624.0,23385.0,24428.0
2025-12-05,1245.0,1257.0,1203.0,1204.5,10991.0,24428.0,25701.0
2025-12-08,1208.0,1208.0,1151.5,1161.5,16980.0,25701.0,25115.0
2025-12-09,1165.0,1166.0,1143.0,1161.5,12800.0,25115.0,26076.0
2025-12-10,1165.0,1174.0,1144.5,1148.5,14470.0,26076.0,28054.0
2025-12-11,1148.0,1166.5,1107.0,1112.0,20826.0,28054.0,28824.0
2025-12-12,1112.0,1117.0,1083.5,1090.5,23263.0,28824.0,30304.0
2025-12-15,1081.5,1151.0,1081.5,1139.0,32920.0,30304.0,32838.0
2025-12-16,1135.0,1154.0,1116.0,1144.0,21026.0,32838.0,33898.0
2025-12-17,1147.5,1151.5,1120.5,1133.0,17872.0,33898.0,34018.0
2025-12-18,1132.0,1208.0,1128.5,1200.0,37724.0,34018.0,34862.0
2025-12-19,1196.0,1205.5,1172.5,1189.5,27588.0,34862.0,37496.0
2025-12-22,1187.0,1203.5,1167.5,1192.0,26302.0,37496.0,37493.0
2025-12-23,1196.0,1223.0,1181.0,1203.5,29356.0,37493.0,38255.0
2025-12-24,1199.5,1222.0,1185.0,1212.0,18965.0,38255.0,37921.0
2025-12-25,1207.0,1231.5,1189.0,1201.5,16586.0,37921.0,38871.0
2025-12-26,1208.0,1208.0,1149.0,1195.5,43787.0,38871.0,40757.0
2025-12-29,1194.5,1206.5,1164.0,1170.0,37181.0,40757.0,41734.0
2025-12-30,1166.5,1209.0,1166.5,1200.0,38283.0,41734.0,44262.0
2025-12-31,1205.0,1211.5,1178.0,1187.0,36177.0,44262.0,44687.0
2026-01-05,1190.0,1198.5,1152.0,1156.0,34210.0,44687.0,46093.0
2026-01-06,1152.5,1175.0,1140.0,1173.0,37810.0,46093.0,49150.0
2026-01-07,1178.0,1246.5,1170.5,1246.5,78662.0,49150.0,58102.0
2026-01-08,1265.0,1308.5,1241.5,1261.5,137888.0,58102.0,61120.0
2026-01-09,1271.0,1282.0,1235.0,1269.0,82160.0,61120.0,65550.0
2026-01-12,1290.0,1318.5,1277.5,1310.5,70046.0,65550.0,64360.0
2026-01-13,1309.5,1314.0,1264.5,1268.0,65027.0,64360.0,67466.0
2026-01-14,1260.0,1299.5,1260.0,1275.5,50929.0,67466.0,67576.0
2026-01-15,1280.0,1283.5,1247.0,1266.0,39863.0,67576.0,68696.0
2026-01-16,1260.0,1282.0,1243.5,1253.0,46772.0,68696.0,69294.0
2026-01-19,1241.0,1278.0,1241.0,1254.0,41450.0,69294.0,73199.0
2026-01-20,1260.5,1260.5,1203.0,1203.5,53740.0,73199.0,78390.0
2026-01-21,1208.0,1208.0,1181.0,1203.0,43683.0,78390.0,79074.0
2026-01-22,1202.5,1209.5,1186.5,1203.0,28258.0,79074.0,80299.0
2026-01-23,1195.0,1248.0,1195.0,1235.5,62032.0,80299.0,77492.0
2026-01-26,1239.0,1245.5,1217.5,1237.5,42658.0,77492.0,77752.0
2026-01-27,1238.0,1239.0,1189.0,1195.0,41697.0,77752.0,79492.0
2026-01-28,1195.0,1217.0,1186.0,1214.5,37874.0,79492.0,82037.0
2026-01-29,1210.0,1243.0,1201.5,1242.5,39447.0,82037.0,80330.0
2026-01-30,1241.0,1283.0,1214.0,1232.5,68644.0,80330.0,78504.0
2026-02-02,1230.0,1273.5,1219.0,1226.0,77550.0,78504.0,79076.0
2026-02-03,1233.0,1269.0,1221.5,1245.5,65193.0,79076.0,79900.0
2026-02-04,1253.5,1310.5,1238.5,1281.5,93498.0,79900.0,88507.0
2026-02-05,1272.5,1281.0,1238.5,1248.0,59968.0,88507.0,89122.0
2026-02-06,1240.0,1245.0,1214.0,1217.5,47018.0,89122.0,90741.0
2026-02-09,1225.5,1227.0,1202.5,1222.5,34342.0,90741.0,91110.0
2026-02-10,1223.5,1224.0,1195.5,1196.5,32661.0,91110.0,93095.0
2026-02-11,1200.0,1214.5,1193.0,1203.5,23124.0,93095.0,90016.0
